"country","abbr","ccode","year","workerr","post.sd"
"Portugal","PRT",235,2013,0.7557,0.0881
"Portugal","PRT",235,2014,0.75,0.0978
"Germany","DEU",255,1960,0.9078,0.0362
"Germany","DEU",255,1961,0.9077,0.0344
"Germany","DEU",255,1962,0.9075,0.0335
"Germany","DEU",255,1963,0.9075,0.0338
"Germany","DEU",255,1964,0.9068,0.0343
"Germany","DEU",255,1965,0.9057,0.0337
"Germany","DEU",255,1966,0.9046,0.0333
"Germany","DEU",255,1967,0.9041,0.0327
"Germany","DEU",255,1968,0.9036,0.032
"Germany","DEU",255,1969,0.9035,0.0305
"Germany","DEU",255,1970,0.9034,0.0307
"Germany","DEU",255,1971,0.9033,0.0314
"Germany","DEU",255,1972,0.9024,0.031
"Germany","DEU",255,1973,0.9018,0.0309
"Germany","DEU",255,1974,0.9006,0.0306
"Germany","DEU",255,1975,0.8993,0.0317
"Germany","DEU",255,1976,0.8987,0.0339
"Germany","DEU",255,1977,0.898,0.0355
"Germany","DEU",255,1978,0.8978,0.0353
"Germany","DEU",255,1979,0.898,0.0349
"Germany","DEU",255,1980,0.8984,0.0341
"Germany","DEU",255,1981,0.8981,0.0331
"Germany","DEU",255,1982,0.8986,0.0314
"Germany","DEU",255,1983,0.8999,0.0309
"Germany","DEU",255,1984,0.9019,0.0306
"Germany","DEU",255,1985,0.9032,0.0305
"Germany","DEU",255,1986,0.904,0.0319
"Germany","DEU",255,1987,0.9032,0.0309
"Germany","DEU",255,1988,0.9022,0.0305
"Germany","DEU",255,1989,0.9005,0.03
"Germany","DEU",255,1990,0.8998,0.0295
"Germany","DEU",255,1991,0.8992,0.0277
"Germany","DEU",255,1992,0.8988,0.0271
"Germany","DEU",255,1993,0.8987,0.0265
"Germany","DEU",255,1994,0.8985,0.0276
"Germany","DEU",255,1995,0.8975,0.0285
"Germany","DEU",255,1996,0.8956,0.0287
"Germany","DEU",255,1997,0.8943,0.0288
"Germany","DEU",255,1998,0.8926,0.0293
"Germany","DEU",255,1999,0.8905,0.0294
"Germany","DEU",255,2000,0.8881,0.0313
"Germany","DEU",255,2001,0.8854,0.0318
"Germany","DEU",255,2002,0.8825,0.0343
"Germany","DEU",255,2003,0.8808,0.0359
"Germany","DEU",255,2004,0.8793,0.0375
"Germany","DEU",255,2005,0.8784,0.0385
"Germany","DEU",255,2006,0.8784,0.039
"Germany","DEU",255,2007,0.8786,0.0381
"Germany","DEU",255,2008,0.8789,0.0377
"Germany","DEU",255,2009,0.879,0.0373
"Germany","DEU",255,2010,0.8792,0.0376
"Germany","DEU",255,2011,0.879,0.0382
"Germany","DEU",255,2012,0.8794,0.0397
"Germany","DEU",255,2013,0.8785,0.0429
"Germany","DEU",255,2014,0.8781,0.0472
"Poland","POL",290,1960,0.0409,0.0342
"Poland","POL",290,1961,0.0371,0.0293
"Poland","POL",290,1962,0.0365,0.0284
"Poland","POL",290,1963,0.0379,0.0285
"Poland","POL",290,1964,0.0394,0.0297
"Poland","POL",290,1965,0.0366,0.0287
"Poland","POL",290,1966,0.0377,0.0292
"Poland","POL",290,1967,0.0375,0.0293
"Poland","POL",290,1968,0.0372,0.0278
"Poland","POL",290,1969,0.0381,0.0283
"Poland","POL",290,1970,0.0378,0.0292
"Poland","POL",290,1971,0.0375,0.0303
"Poland","POL",290,1972,0.0361,0.0285
"Poland","POL",290,1973,0.0367,0.0294
"Poland","POL",290,1974,0.0381,0.0296
"Poland","POL",290,1975,0.0365,0.0278
"Poland","POL",290,1976,0.0365,0.0283
"Poland","POL",290,1977,0.0375,0.0286
"Poland","POL",290,1978,0.0373,0.0291
"Poland","POL",290,1979,0.0375,0.0297
"Poland","POL",290,1980,0.0362,0.0283
"Poland","POL",290,1981,0.0351,0.0272
"Poland","POL",290,1982,0.0332,0.028
"Poland","POL",290,1983,0.0411,0.0309
"Poland","POL",290,1984,0.0405,0.0313
"Poland","POL",290,1985,0.0502,0.0364
"Poland","POL",290,1986,0.0697,0.0448
"Poland","POL",290,1987,0.1005,0.0519
"Poland","POL",290,1988,0.1902,0.0551
"Poland","POL",290,1989,0.3261,0.0536
"Poland","POL",290,1990,0.4144,0.0581
"Poland","POL",290,1991,0.4823,0.0603
"Poland","POL",290,1992,0.5288,0.0599
"Poland","POL",290,1993,0.5648,0.0582
"Poland","POL",290,1994,0.595,0.0594
"Poland","POL",290,1995,0.6094,0.0588
"Poland","POL",290,1996,0.6064,0.0571
"Poland","POL",290,1997,0.6092,0.0574
"Poland","POL",290,1998,0.6049,0.0584
"Poland","POL",290,1999,0.5886,0.0572
"Poland","POL",290,2000,0.5756,0.0568
"Poland","POL",290,2001,0.5486,0.059
"Poland","POL",290,2002,0.5402,0.0592
"Poland","POL",290,2003,0.5363,0.0592
"Poland","POL",290,2004,0.5353,0.0587
"Poland","POL",290,2005,0.5374,0.0567
"Poland","POL",290,2006,0.54,0.0561
"Poland","POL",290,2007,0.5456,0.0586
"Poland","POL",290,2008,0.5541,0.0591
"Poland","POL",290,2009,0.5683,0.0568
"Poland","POL",290,2010,0.5781,0.0555
"Poland","POL",290,2011,0.5826,0.0551
"Poland","POL",290,2012,0.5839,0.0591
"Poland","POL",290,2013,0.584,0.0632
"Poland","POL",290,2014,0.5844,0.0718
"Austria","AUT",305,1960,0.8029,0.0571
"Austria","AUT",305,1961,0.8033,0.0522
"Austria","AUT",305,1962,0.8012,0.0499
"Austria","AUT",305,1963,0.8004,0.048
"Austria","AUT",305,1964,0.8015,0.0484
"Austria","AUT",305,1965,0.8033,0.049
"Austria","AUT",305,1966,0.8043,0.0459
"Austria","AUT",305,1967,0.8056,0.0431
"Austria","AUT",305,1968,0.8071,0.0428
"Austria","AUT",305,1969,0.8086,0.0437
"Austria","AUT",305,1970,0.8062,0.046
"Austria","AUT",305,1971,0.8058,0.0494
"Austria","AUT",305,1972,0.8054,0.0516
"Austria","AUT",305,1973,0.8051,0.0507
"Austria","AUT",305,1974,0.8065,0.0527
"Austria","AUT",305,1975,0.8078,0.0552
"Austria","AUT",305,1976,0.8101,0.0558
"Austria","AUT",305,1977,0.8144,0.056
"Austria","AUT",305,1978,0.8193,0.054
"Austria","AUT",305,1979,0.8275,0.0509
"Austria","AUT",305,1980,0.8367,0.0494
"Austria","AUT",305,1981,0.8475,0.0504
"Austria","AUT",305,1982,0.8562,0.0463
"Austria","AUT",305,1983,0.8644,0.0441
"Austria","AUT",305,1984,0.8735,0.0456
"Austria","AUT",305,1985,0.881,0.0447
"Austria","AUT",305,1986,0.886,0.045
"Austria","AUT",305,1987,0.8916,0.0446
"Austria","AUT",305,1988,0.8948,0.0467
"Austria","AUT",305,1989,0.8951,0.0472
"Austria","AUT",305,1990,0.894,0.0466
"Austria","AUT",305,1991,0.894,0.0452
"Austria","AUT",305,1992,0.8922,0.046
"Austria","AUT",305,1993,0.889,0.0454
"Austria","AUT",305,1994,0.8852,0.0444
"Austria","AUT",305,1995,0.8795,0.0447
"Austria","AUT",305,1996,0.8717,0.0438
"Austria","AUT",305,1997,0.8641,0.0444
"Austria","AUT",305,1998,0.8568,0.045
"Austria","AUT",305,1999,0.8539,0.0487
"Austria","AUT",305,2000,0.8537,0.0509
"Austria","AUT",305,2001,0.8565,0.0498
"Austria","AUT",305,2002,0.8556,0.046
"Austria","AUT",305,2003,0.8563,0.0445
"Austria","AUT",305,2004,0.856,0.0464
"Austria","AUT",305,2005,0.8552,0.0477
"Austria","AUT",305,2006,0.8546,0.0484
"Austria","AUT",305,2007,0.8494,0.0487
"Austria","AUT",305,2008,0.8432,0.0487
"Austria","AUT",305,2009,0.8417,0.0519
"Austria","AUT",305,2010,0.8371,0.0543
"Austria","AUT",305,2011,0.8302,0.0572
"Austria","AUT",305,2012,0.8262,0.0592
"Austria","AUT",305,2013,0.8255,0.061
"Austria","AUT",305,2014,0.8229,0.0657
"Hungary","HUN",310,1960,0.0499,0.0415
"Hungary","HUN",310,1961,0.0463,0.0375
"Hungary","HUN",310,1962,0.0461,0.0377
"Hungary","HUN",310,1963,0.0445,0.0344
"Hungary","HUN",310,1964,0.0455,0.0359
"Hungary","HUN",310,1965,0.0447,0.0357
"Hungary","HUN",310,1966,0.0437,0.0358
"Hungary","HUN",310,1967,0.0452,0.0373
"Hungary","HUN",310,1968,0.0453,0.036
"Hungary","HUN",310,1969,0.0457,0.0357
"Hungary","HUN",310,1970,0.0446,0.0359
"Hungary","HUN",310,1971,0.0435,0.0342
"Hungary","HUN",310,1972,0.0453,0.0365
"Hungary","HUN",310,1973,0.0457,0.0364
"Hungary","HUN",310,1974,0.0443,0.0359
"Hungary","HUN",310,1975,0.0429,0.0331
"Hungary","HUN",310,1976,0.0455,0.0356
"Hungary","HUN",310,1977,0.045,0.0361
"Hungary","HUN",310,1978,0.0434,0.0347
"Hungary","HUN",310,1979,0.0453,0.0358
"Hungary","HUN",310,1980,0.0463,0.0373
"Hungary","HUN",310,1981,0.0515,0.0396
"Hungary","HUN",310,1982,0.0518,0.039
"Hungary","HUN",310,1983,0.0549,0.0419
"Hungary","HUN",310,1984,0.0556,0.0413
"Hungary","HUN",310,1985,0.0515,0.0395
"Hungary","HUN",310,1986,0.0707,0.0474
"Hungary","HUN",310,1987,0.1281,0.0631
"Hungary","HUN",310,1988,0.2618,0.0622
"Hungary","HUN",310,1989,0.4051,0.0642
"Hungary","HUN",310,1990,0.6414,0.0711
"Hungary","HUN",310,1991,0.7813,0.0726
"Hungary","HUN",310,1992,0.8801,0.0681
"Hungary","HUN",310,1993,0.9062,0.0581
"Hungary","HUN",310,1994,0.9243,0.0511
"Hungary","HUN",310,1995,0.9369,0.0446
"Hungary","HUN",310,1996,0.9308,0.0491
"Hungary","HUN",310,1997,0.9446,0.0418
"Hungary","HUN",310,1998,0.9435,0.0428
"Hungary","HUN",310,1999,0.9267,0.0494
"Hungary","HUN",310,2000,0.9186,0.0533
"Hungary","HUN",310,2001,0.9079,0.0581
"Hungary","HUN",310,2002,0.8923,0.0617
"Hungary","HUN",310,2003,0.9008,0.06
"Hungary","HUN",310,2004,0.905,0.0604
"Hungary","HUN",310,2005,0.9124,0.0563
"Hungary","HUN",310,2006,0.9258,0.0527
"Hungary","HUN",310,2007,0.9278,0.051
"Hungary","HUN",310,2008,0.914,0.0562
"Hungary","HUN",310,2009,0.9085,0.0599
"Hungary","HUN",310,2010,0.9062,0.0589
"Hungary","HUN",310,2011,0.9057,0.0588
"Hungary","HUN",310,2012,0.9147,0.0561
"Hungary","HUN",310,2013,0.9115,0.0609
"Hungary","HUN",310,2014,0.9037,0.0657
"Czechoslovakia","CSK",315,1981,0.167,0.1443
"Czechoslovakia","CSK",315,1982,0.1637,0.1314
"Czechoslovakia","CSK",315,1983,0.1568,0.1304
"Czechoslovakia","CSK",315,1984,0.1495,0.12
"Czechoslovakia","CSK",315,1985,0.1445,0.1176
"Czechoslovakia","CSK",315,1986,0.1155,0.088
"Czechoslovakia","CSK",315,1987,0.1115,0.09
"Czechoslovakia","CSK",315,1988,0.1483,0.1032
"Czechoslovakia","CSK",315,1989,0.2459,0.1491
"Czechoslovakia","CSK",315,1990,0.4342,0.1861
"Czechoslovakia","CSK",315,1991,0.5877,0.1853
"Czechoslovakia","CSK",315,1992,0.5919,0.185
"Czech Republic","CZE",316,1960,0.0418,0.0354
"Czech Republic","CZE",316,1961,0.0393,0.03
"Czech Republic","CZE",316,1962,0.039,0.0298
"Czech Republic","CZE",316,1963,0.0398,0.0314
"Czech Republic","CZE",316,1964,0.0403,0.0317
"Czech Republic","CZE",316,1965,0.0402,0.0313
"Czech Republic","CZE",316,1966,0.0399,0.0307
"Czech Republic","CZE",316,1967,0.0415,0.032
"Czech Republic","CZE",316,1968,0.0415,0.033
"Czech Republic","CZE",316,1969,0.0409,0.0309
"Czech Republic","CZE",316,1970,0.0411,0.0314
"Czech Republic","CZE",316,1971,0.0391,0.0305
"Czech Republic","CZE",316,1972,0.0374,0.0292
"Czech Republic","CZE",316,1973,0.0379,0.03
"Czech Republic","CZE",316,1974,0.0385,0.0298
"Czech Republic","CZE",316,1975,0.0391,0.0305
"Czech Republic","CZE",316,1976,0.0405,0.031
"Czech Republic","CZE",316,1977,0.0394,0.031
"Czech Republic","CZE",316,1978,0.0394,0.0307
"Czech Republic","CZE",316,1979,0.0388,0.031
"Czech Republic","CZE",316,1980,0.0394,0.0316
"Czech Republic","CZE",316,1981,0.0405,0.0314
"Czech Republic","CZE",316,1982,0.0392,0.0298
"Czech Republic","CZE",316,1983,0.0389,0.0304
"Czech Republic","CZE",316,1984,0.0396,0.0304
"Czech Republic","CZE",316,1985,0.0402,0.0308
"Czech Republic","CZE",316,1986,0.0442,0.0331
"Czech Republic","CZE",316,1987,0.0547,0.0388
"Czech Republic","CZE",316,1988,0.0978,0.0529
"Czech Republic","CZE",316,1989,0.1919,0.0614
"Czech Republic","CZE",316,1990,0.3667,0.0624
"Czech Republic","CZE",316,1991,0.4799,0.0632
"Czech Republic","CZE",316,1992,0.5416,0.0624
"Czech Republic","CZE",316,1993,0.5791,0.0608
"Czech Republic","CZE",316,1994,0.6167,0.06
"Czech Republic","CZE",316,1995,0.6408,0.059
"Czech Republic","CZE",316,1996,0.6659,0.0604
"Czech Republic","CZE",316,1997,0.6825,0.0585
"Czech Republic","CZE",316,1998,0.6792,0.0579
"Czech Republic","CZE",316,1999,0.6864,0.0573
"Czech Republic","CZE",316,2000,0.6793,0.0559
"Czech Republic","CZE",316,2001,0.6829,0.0543
"Czech Republic","CZE",316,2002,0.6782,0.0553
"Czech Republic","CZE",316,2003,0.6821,0.0558
"Czech Republic","CZE",316,2004,0.6872,0.0581
"Czech Republic","CZE",316,2005,0.6944,0.0556
"Czech Republic","CZE",316,2006,0.7058,0.0597
"Czech Republic","CZE",316,2007,0.7272,0.062
"Czech Republic","CZE",316,2008,0.7276,0.062
"Czech Republic","CZE",316,2009,0.7307,0.0596
"Czech Republic","CZE",316,2010,0.7331,0.0616
"Czech Republic","CZE",316,2011,0.7386,0.064
"Czech Republic","CZE",316,2012,0.7436,0.0643
"Czech Republic","CZE",316,2013,0.7444,0.0694
"Czech Republic","CZE",316,2014,0.7457,0.0782
"Slovakia","SVK",317,1985,0.2685,0.2388
"Slovakia","SVK",317,1986,0.2633,0.2361
"Slovakia","SVK",317,1987,0.2842,0.2333
"Slovakia","SVK",317,1988,0.3561,0.2172
"Slovakia","SVK",317,1989,0.4799,0.1857
"Slovakia","SVK",317,1990,0.6596,0.1508
"Slovakia","SVK",317,1991,0.7527,0.1263
"Slovakia","SVK",317,1992,0.8016,0.1061
"Slovakia","SVK",317,1993,0.8531,0.0775
"Slovakia","SVK",317,1994,0.8674,0.0709
"Slovakia","SVK",317,1995,0.8686,0.0708
"Slovakia","SVK",317,1996,0.8597,0.0741
"Slovakia","SVK",317,1997,0.8267,0.0772
"Slovakia","SVK",317,1998,0.8232,0.0767
"Slovakia","SVK",317,1999,0.8114,0.079
"Slovakia","SVK",317,2000,0.8256,0.0779
"Slovakia","SVK",317,2001,0.8295,0.0748
"Slovakia","SVK",317,2002,0.8644,0.0715
"Slovakia","SVK",317,2003,0.8684,0.0726
"Slovakia","SVK",317,2004,0.8697,0.0721
"Slovakia","SVK",317,2005,0.8685,0.0707
"Slovakia","SVK",317,2006,0.8661,0.0717
"Slovakia","SVK",317,2007,0.8554,0.0748
"Slovakia","SVK",317,2008,0.827,0.0779
"Slovakia","SVK",317,2009,0.8153,0.0807
"Slovakia","SVK",317,2010,0.8097,0.0805
"Slovakia","SVK",317,2011,0.8162,0.0786
"Slovakia","SVK",317,2012,0.8319,0.0779
"Slovakia","SVK",317,2013,0.8333,0.0792
"Slovakia","SVK",317,2014,0.8252,0.0875
"Italy","ITA",325,1960,0.9578,0.0349
"Italy","ITA",325,1961,0.959,0.0326
"Italy","ITA",325,1962,0.96,0.0299
"Italy","ITA",325,1963,0.9602,0.0293
"Italy","ITA",325,1964,0.9609,0.0292
"Italy","ITA",325,1965,0.9618,0.0284
"Italy","ITA",325,1966,0.9617,0.0281
"Italy","ITA",325,1967,0.9623,0.0269
"Italy","ITA",325,1968,0.9638,0.0256
"Italy","ITA",325,1969,0.9646,0.0234
"Italy","ITA",325,1970,0.9648,0.0225
"Italy","ITA",325,1971,0.9649,0.0226
"Italy","ITA",325,1972,0.9649,0.0232
"Italy","ITA",325,1973,0.9646,0.0228
"Italy","ITA",325,1974,0.9651,0.0225
"Italy","ITA",325,1975,0.9636,0.0234
"Italy","ITA",325,1976,0.9632,0.0237
"Italy","ITA",325,1977,0.9628,0.0246
"Italy","ITA",325,1978,0.9629,0.0249
"Italy","ITA",325,1979,0.9633,0.0253
"Italy","ITA",325,1980,0.9644,0.0241
"Italy","ITA",325,1981,0.9647,0.0226
"Italy","ITA",325,1982,0.9654,0.0222
"Italy","ITA",325,1983,0.9649,0.0216
"Italy","ITA",325,1984,0.9638,0.021
"Italy","ITA",325,1985,0.9638,0.022
"Italy","ITA",325,1986,0.9629,0.0218
"Italy","ITA",325,1987,0.9617,0.0218
"Italy","ITA",325,1988,0.96,0.0232
"Italy","ITA",325,1989,0.9584,0.0248
"Italy","ITA",325,1990,0.9566,0.0259
"Italy","ITA",325,1991,0.9549,0.0263
"Italy","ITA",325,1992,0.9528,0.0262
"Italy","ITA",325,1993,0.952,0.0266
"Italy","ITA",325,1994,0.9502,0.0267
"Italy","ITA",325,1995,0.9493,0.0278
"Italy","ITA",325,1996,0.9476,0.0288
"Italy","ITA",325,1997,0.9463,0.0288
"Italy","ITA",325,1998,0.9436,0.03
"Italy","ITA",325,1999,0.9406,0.0318
"Italy","ITA",325,2000,0.9368,0.0326
"Italy","ITA",325,2001,0.9322,0.0339
"Italy","ITA",325,2002,0.9276,0.0351
"Italy","ITA",325,2003,0.9221,0.0357
"Italy","ITA",325,2004,0.9173,0.0371
"Italy","ITA",325,2005,0.9137,0.0395
"Italy","ITA",325,2006,0.9109,0.0423
"Italy","ITA",325,2007,0.9088,0.0448
"Italy","ITA",325,2008,0.9074,0.0464
"Italy","ITA",325,2009,0.9072,0.0476
"Italy","ITA",325,2010,0.9075,0.0491
"Italy","ITA",325,2011,0.9076,0.0501
"Italy","ITA",325,2012,0.9077,0.0508
"Italy","ITA",325,2013,0.907,0.0518
"Italy","ITA",325,2014,0.9066,0.053
"San Marino","SMR",331,1991,0.9617,0.0315
"San Marino","SMR",331,1992,0.9618,0.0293
"San Marino","SMR",331,1993,0.9607,0.0309
"San Marino","SMR",331,1994,0.9602,0.0319
"San Marino","SMR",331,1995,0.9606,0.031
"San Marino","SMR",331,1996,0.9596,0.0329
"San Marino","SMR",331,1997,0.9599,0.0307
"San Marino","SMR",331,1998,0.9584,0.0333
"San Marino","SMR",331,1999,0.9548,0.0391
"San Marino","SMR",331,2000,0.9553,0.039
"San Marino","SMR",331,2001,0.9533,0.0411
"San Marino","SMR",331,2002,0.9515,0.041
"San Marino","SMR",331,2003,0.9536,0.0385
"San Marino","SMR",331,2004,0.9516,0.0399
"San Marino","SMR",331,2005,0.9511,0.0386
"San Marino","SMR",331,2006,0.951,0.0392
"San Marino","SMR",331,2007,0.9486,0.0398
"San Marino","SMR",331,2008,0.9471,0.0402
"San Marino","SMR",331,2009,0.9455,0.043
"San Marino","SMR",331,2010,0.9398,0.0493
"San Marino","SMR",331,2011,0.9377,0.0539
"Malta","MLT",338,1964,0.9234,0.0275
"Malta","MLT",338,1965,0.9231,0.0268
"Malta","MLT",338,1966,0.9229,0.0263
"Malta","MLT",338,1967,0.9225,0.0258
"Malta","MLT",338,1968,0.9221,0.0257
"Malta","MLT",338,1969,0.9216,0.0255
"Malta","MLT",338,1970,0.9212,0.0255
"Malta","MLT",338,1971,0.9203,0.0251
"Malta","MLT",338,1972,0.9196,0.0245
"Malta","MLT",338,1973,0.9187,0.0239
"Malta","MLT",338,1974,0.9178,0.0236
"Malta","MLT",338,1975,0.9168,0.0232
"Malta","MLT",338,1976,0.916,0.0234
"Malta","MLT",338,1977,0.9151,0.0236
"Malta","MLT",338,1978,0.9144,0.0237
"Malta","MLT",338,1979,0.9136,0.024
"Malta","MLT",338,1980,0.9133,0.024
"Malta","MLT",338,1981,0.9128,0.0241
"Malta","MLT",338,1982,0.9125,0.0242
"Malta","MLT",338,1983,0.9123,0.0239
"Malta","MLT",338,1984,0.9125,0.0235
"Malta","MLT",338,1985,0.9125,0.0228
"Malta","MLT",338,1986,0.9129,0.0226
"Malta","MLT",338,1987,0.9131,0.022
"Malta","MLT",338,1988,0.9131,0.0216
"Malta","MLT",338,1989,0.913,0.0212
"Malta","MLT",338,1990,0.9131,0.0206
"Malta","MLT",338,1991,0.9128,0.0204
"Malta","MLT",338,1992,0.9123,0.0204
"Malta","MLT",338,1993,0.9118,0.0206
"Malta","MLT",338,1994,0.9115,0.0208
"Malta","MLT",338,1995,0.9114,0.0209
"Malta","MLT",338,1996,0.9112,0.0209
"Malta","MLT",338,1997,0.9111,0.0209
"Malta","MLT",338,1998,0.9108,0.0214
"Malta","MLT",338,1999,0.9106,0.0218
"Malta","MLT",338,2000,0.9107,0.0223
"Malta","MLT",338,2001,0.9109,0.0224
"Malta","MLT",338,2002,0.9111,0.0221
"Malta","MLT",338,2003,0.9117,0.0222
"Malta","MLT",338,2004,0.9121,0.0223
"Malta","MLT",338,2005,0.9124,0.0228
"Malta","MLT",338,2006,0.9127,0.0234
"Malta","MLT",338,2007,0.9126,0.0241
"Malta","MLT",338,2008,0.9123,0.0249
"Malta","MLT",338,2009,0.9122,0.0256
"Malta","MLT",338,2010,0.9123,0.0259
"Malta","MLT",338,2011,0.9125,0.0263
"Malta","MLT",338,2012,0.9127,0.0272
"Malta","MLT",338,2013,0.9128,0.0282
"Malta","MLT",338,2014,0.9127,0.0287
"Albania","ALB",339,1981,0.1735,0.1392
"Albania","ALB",339,1982,0.1625,0.1195
"Albania","ALB",339,1983,0.1776,0.1284
"Albania","ALB",339,1984,0.2137,0.1425
"Albania","ALB",339,1985,0.3073,0.1559
"Albania","ALB",339,1986,0.3303,0.1542
"Albania","ALB",339,1987,0.3255,0.153
"Albania","ALB",339,1988,0.2702,0.1327
"Albania","ALB",339,1989,0.2143,0.1341
"Albania","ALB",339,1990,0.3005,0.1531
"Albania","ALB",339,1991,0.5504,0.1524
"Albania","ALB",339,1992,0.6185,0.1428
"Albania","ALB",339,1993,0.7552,0.1304
"Albania","ALB",339,1994,0.8701,0.099
"Albania","ALB",339,1995,0.8796,0.0907
"Albania","ALB",339,1996,0.8145,0.1191
"Albania","ALB",339,1997,0.7731,0.1347
"Albania","ALB",339,1998,0.7115,0.144
"Albania","ALB",339,1999,0.7746,0.1297
"Albania","ALB",339,2000,0.7157,0.1429
"Albania","ALB",339,2001,0.7605,0.1331
"Albania","ALB",339,2002,0.6716,0.1406
"Albania","ALB",339,2003,0.6273,0.1739
"Albania","ALB",339,2004,0.5997,0.1839
"Albania","ALB",339,2005,0.588,0.1869
"Albania","ALB",339,2006,0.5745,0.1876
"Albania","ALB",339,2007,0.5677,0.1886
"Albania","ALB",339,2008,0.5603,0.1915
"Albania","ALB",339,2009,0.5533,0.1927
"Albania","ALB",339,2010,0.5513,0.1981
"Albania","ALB",339,2011,0.5468,0.2069
"The former Yugoslav Republic of Macedonia","MKD",343,1985,0.8977,0.084
"The former Yugoslav Republic of Macedonia","MKD",343,1986,0.8966,0.0771
"The former Yugoslav Republic of Macedonia","MKD",343,1987,0.8887,0.0873
"The former Yugoslav Republic of Macedonia","MKD",343,1988,0.8723,0.0953
"The former Yugoslav Republic of Macedonia","MKD",343,1989,0.8549,0.0954
"The former Yugoslav Republic of Macedonia","MKD",343,1990,0.8464,0.1002
"The former Yugoslav Republic of Macedonia","MKD",343,1991,0.8339,0.106
"The former Yugoslav Republic of Macedonia","MKD",343,1992,0.8609,0.0947
"The former Yugoslav Republic of Macedonia","MKD",343,1993,0.8763,0.0831
"The former Yugoslav Republic of Macedonia","MKD",343,1994,0.8806,0.0791
"The former Yugoslav Republic of Macedonia","MKD",343,1995,0.8827,0.0779
"The former Yugoslav Republic of Macedonia","MKD",343,1996,0.8857,0.0808
"The former Yugoslav Republic of Macedonia","MKD",343,1997,0.8761,0.082
"The former Yugoslav Republic of Macedonia","MKD",343,1998,0.8662,0.0832
"The former Yugoslav Republic of Macedonia","MKD",343,1999,0.8494,0.0881
"The former Yugoslav Republic of Macedonia","MKD",343,2000,0.8216,0.0939
"The former Yugoslav Republic of Macedonia","MKD",343,2001,0.7769,0.1019
"The former Yugoslav Republic of Macedonia","MKD",343,2002,0.7157,0.1131
"The former Yugoslav Republic of Macedonia","MKD",343,2003,0.6752,0.1279
"The former Yugoslav Republic of Macedonia","MKD",343,2004,0.6382,0.1396
"The former Yugoslav Republic of Macedonia","MKD",343,2005,0.6176,0.1477
"The former Yugoslav Republic of Macedonia","MKD",343,2006,0.6042,0.15
"The former Yugoslav Republic of Macedonia","MKD",343,2007,0.593,0.1486
"The former Yugoslav Republic of Macedonia","MKD",343,2008,0.5849,0.1497
"The former Yugoslav Republic of Macedonia","MKD",343,2009,0.5784,0.1516
"The former Yugoslav Republic of Macedonia","MKD",343,2010,0.5698,0.1588
"The former Yugoslav Republic of Macedonia","MKD",343,2011,0.5686,0.1717
"Croatia","HRV",344,1960,0.0429,0.0358
"Croatia","HRV",344,1961,0.0395,0.0312
"Croatia","HRV",344,1962,0.0371,0.0295
"Croatia","HRV",344,1963,0.0377,0.0302
"Croatia","HRV",344,1964,0.0383,0.0304
"Croatia","HRV",344,1965,0.0395,0.0303
"Croatia","HRV",344,1966,0.0382,0.0295
"Croatia","HRV",344,1967,0.0366,0.0291
"Croatia","HRV",344,1968,0.0375,0.0297
"Croatia","HRV",344,1969,0.0378,0.0292
"Croatia","HRV",344,1970,0.0387,0.0302
"Croatia","HRV",344,1971,0.0387,0.0294
"Croatia","HRV",344,1972,0.0389,0.0297
"Croatia","HRV",344,1973,0.0403,0.0311
"Croatia","HRV",344,1974,0.045,0.0346
"Croatia","HRV",344,1975,0.0585,0.0395
"Croatia","HRV",344,1976,0.0995,0.0493
"Croatia","HRV",344,1977,0.1272,0.0542
"Croatia","HRV",344,1978,0.1407,0.0551
"Croatia","HRV",344,1979,0.1514,0.0547
"Croatia","HRV",344,1980,0.1604,0.0558
"Croatia","HRV",344,1981,0.1692,0.0573
"Croatia","HRV",344,1982,0.178,0.0565
"Croatia","HRV",344,1983,0.1882,0.0578
"Croatia","HRV",344,1984,0.2049,0.0602
"Croatia","HRV",344,1985,0.2299,0.0595
"Croatia","HRV",344,1986,0.2475,0.0592
"Croatia","HRV",344,1987,0.2596,0.058
"Croatia","HRV",344,1988,0.2722,0.0575
"Croatia","HRV",344,1989,0.2939,0.0561
